league,date_utc,team,opponent,homeAway,points_for,points_against,win,point_diff,game_num,cum_wins,cum_losses,rolling_win_pct_3,rolling_point_diff_3,rolling_pf_3,rolling_pa_3,rolling_win_pct_5,rolling_point_diff_5,rolling_pf_5,rolling_pa_5,rolling_win_pct_10,rolling_point_diff_10,rolling_pf_10,rolling_pa_10,rolling_win_pct_20,rolling_point_diff_20,rolling_pf_20,rolling_pa_20,streak_signed,rest_days,ema_point_diff_10,ema_pf_10,ema_pa_10
NBA,2025-11-29 02:30:00+00:00,Denver Nuggets,San Antonio Spurs,home,136,139,0,-3,190,120.0,70.0,0.6666666666666666,2.6666666666666665,120.0,117.33333333333333,0.6,2.4,122.4,120.0,0.8,9.3,123.3,114.0,0.75,9.1,121.1,112.0,1,4.0625,6.417305992116521,122.354409576524,115.93710358440751
NBA,2025-11-30 02:00:00+00:00,Denver Nuggets,Phoenix Suns,away,130,112,1,18,191,120.0,71.0,0.3333333333333333,0.6666666666666666,128.0,127.33333333333333,0.6,2.4,124.2,121.8,0.7,6.5,124.0,117.5,0.7,8.55,122.8,114.25,-1,0.9791666666666666,4.705068539004426,124.83542601715601,120.13035747815158
NBA,2025-12-02 02:00:00+00:00,Denver Nuggets,Dallas Mavericks,home,121,131,0,-10,192,121.0,71.0,0.6666666666666666,8.333333333333334,130.33333333333334,122.0,0.6,4.6,125.2,120.6,0.7,6.6,125.3,118.7,0.7,9.1,123.1,114.0,1,2.0,7.122328804639984,125.77443946858219,118.6521106639422
NBA,2025-12-04 00:00:00+00:00,Denver Nuggets,Indiana Pacers,away,135,120,1,15,193,121.0,72.0,0.3333333333333333,1.6666666666666667,129.0,127.33333333333333,0.4,2.0,127.0,125.0,0.6,4.2,125.2,121.0,0.7,8.75,124.6,115.85,-1,1.9166666666666667,4.009178112887259,124.9063595652036,120.89718145231635
NBA,2025-12-06 00:30:00+00:00,Denver Nuggets,Atlanta Hawks,away,134,133,1,1,194,122.0,72.0,0.6666666666666666,7.666666666666667,128.66666666666666,121.0,0.6,6.0,129.4,123.4,0.6,4.3,125.7,121.4,0.75,9.8,124.8,115.0,1,2.0208333333333335,6.007509365089575,126.74156691698475,120.73405755189518
NBA,2025-12-07 23:00:00+00:00,Denver Nuggets,Charlotte Hornets,away,115,106,1,9,195,123.0,72.0,0.6666666666666666,2.0,130.0,128.0,0.6,4.2,131.2,127.0,0.6,3.3,126.8,123.5,0.75,8.75,124.85,116.1,2,1.9375,5.09705311689147,128.0612820229875,122.96422890609605
NBA,2025-12-12 03:00:00+00:00,Denver Nuggets,Sacramento Kings,away,136,105,1,31,196,124.0,72.0,1.0,8.333333333333334,128.0,119.66666666666667,0.8,6.6,127.0,120.4,0.7,4.5,125.6,121.1,0.75,8.55,124.25,115.7,3,4.166666666666667,5.806679822911202,125.68650347335341,119.8798236504422
NBA,2025-12-16 02:30:00+00:00,Denver Nuggets,Houston Rockets,home,128,125,1,3,197,125.0,72.0,1.0,13.666666666666666,128.33333333333334,114.66666666666667,0.8,9.2,128.2,119.0,0.7,6.9,126.7,119.8,0.75,8.4,124.95,116.55,4,3.9791666666666665,10.387283491472802,127.56168466001643,117.17440116854361
NBA,2024-12-20 00:00:00+00:00,Detroit Pistons,Utah Jazz,home,119,126,0,-7,88,26.0,62.0,0.6666666666666666,-4.666666666666667,114.66666666666667,119.33333333333333,0.4,-9.0,114.2,123.2,0.4,-6.5,111.0,117.5,0.45,-2.4,112.6,115.0,1,3.0,-5.786979277904807,113.17689430146521,118.96387357937002
NBA,2024-12-22 02:00:00+00:00,Detroit Pistons,Phoenix Suns,away,133,125,1,8,89,26.0,63.0,0.3333333333333333,-10.0,114.33333333333333,124.33333333333333,0.4,-6.2,116.6,122.8,0.4,-6.1,112.9,119.0,0.4,-3.35,112.8,116.15,-1,2.0833333333333335,-6.007528500103932,114.2356407921079,120.24316929221182
NBA,2024-12-24 03:30:00+00:00,Detroit Pistons,Los Angeles Lakers,away,117,114,1,3,90,27.0,63.0,0.6666666666666666,0.6666666666666666,125.66666666666667,125.0,0.6,-2.6,119.2,121.8,0.4,-5.5,116.0,121.5,0.45,-2.9,114.1,117.0,1,2.0625,-3.4607051364486714,117.6473424662701,121.10804760271876
NBA,2024-12-27 03:00:00+00:00,Detroit Pistons,Sacramento Kings,away,114,113,1,1,91,28.0,63.0,0.6666666666666666,1.3333333333333333,123.0,121.66666666666667,0.6,-3.8,118.6,122.4,0.5,-3.2,116.6,119.8,0.45,-2.8,113.85,116.65,2,2.9791666666666665,-2.2860314752761854,117.52964383603916,119.81567531131535
NBA,2024-12-29 02:00:00+00:00,Detroit Pistons,Denver Nuggets,away,121,134,0,-13,92,29.0,63.0,1.0,4.0,121.33333333333333,117.33333333333333,0.8,1.2,121.6,120.4,0.5,-5.5,115.0,120.5,0.5,-2.65,114.6,117.25,3,1.9583333333333333,-1.6885712070441514,116.88789041130477,118.57646161834892
NBA,2025-01-02 00:00:00+00:00,Detroit Pistons,Orlando Magic,home,105,96,1,9,93,29.0,64.0,0.6666666666666666,-3.0,117.33333333333333,120.33333333333333,0.6,-1.6,120.8,122.4,0.5,-5.3,117.5,122.8,0.45,-3.4,114.5,117.9,-1,3.9166666666666665,-3.7451946239452147,117.63554670015844,121.38074132410365
NBA,2025-01-04 00:00:00+00:00,Detroit Pistons,Charlotte Hornets,home,98,94,1,4,94,30.0,64.0,0.6666666666666666,-1.0,113.33333333333333,114.33333333333333,0.8,1.6,118.0,116.4,0.6,-2.3,117.3,119.6,0.5,-2.6,113.75,116.35,1,2.0,-1.42788651050063,115.3381745728569,116.76606108335753
NBA,2025-01-05 00:00:00+00:00,Detroit Pistons,Minnesota Timberwolves,home,119,105,1,14,95,31.0,64.0,0.6666666666666666,0.0,108.0,108.0,0.8,0.8,111.0,110.2,0.7,-0.9,115.1,116.0,0.5,-2.6,113.7,116.3,2,1.0,-0.4409980540459699,112.18577919597382,112.62677725001979
NBA,2025-01-07 00:00:00+00:00,Detroit Pistons,Portland Trail Blazers,home,118,115,1,3,96,32.0,64.0,1.0,9.0,107.33333333333333,98.33333333333333,0.8,3.0,111.4,108.4,0.7,-0.4,115.0,115.4,0.5,-2.9,113.45,116.35,3,2.0,2.18463795578057,113.42472843306949,111.24009047728892
NBA,2025-01-09 00:30:00+00:00,Detroit Pistons,Brooklyn Nets,away,113,98,1,15,97,33.0,64.0,1.0,7.0,111.66666666666667,104.66666666666667,0.8,3.4,112.2,108.8,0.8,2.3,116.9,114.6,0.55,-2.25,113.75,116.0,4,2.0208333333333335,2.3328856001841025,114.25659599069321,111.9237103905091
NBA,2025-01-10 00:00:00+00:00,Detroit Pistons,Golden State Warriors,home,104,107,0,-3,98,34.0,64.0,1.0,10.666666666666666,116.66666666666667,106.0,1.0,9.0,110.6,101.6,0.8,3.7,115.7,112.0,0.6,-1.4,113.35,114.75,5,0.9791666666666666,4.635997309241539,114.02812399238535,109.3921266831438
NBA,2025-01-12 00:00:00+00:00,Detroit Pistons,Toronto Raptors,home,123,114,1,9,99,34.0,65.0,0.6666666666666666,5.0,111.66666666666667,106.66666666666667,0.8,6.6,110.4,103.8,0.8,4.1,114.2,110.1,0.6,-1.0,113.55,114.55,-1,2.0,3.247634162106713,112.20482872104255,108.95719455893583
NBA,2025-01-14 00:30:00+00:00,Detroit Pistons,New York Knicks,away,124,119,1,5,100,35.0,65.0,0.6666666666666666,7.0,113.33333333333333,106.33333333333333,0.8,7.6,115.4,107.8,0.8,4.2,113.2,109.0,0.6,-0.65,114.6,115.25,1,2.0208333333333335,4.293518859905492,114.16758713539843,109.87406827549293
NBA,2025-01-17 00:00:00+00:00,Detroit Pistons,Indiana Pacers,home,100,111,0,-11,101,36.0,65.0,0.6666666666666666,3.6666666666666665,117.0,113.33333333333333,0.8,5.8,116.4,110.6,0.8,4.4,113.9,109.5,0.65,0.6,115.25,114.65,2,2.9791666666666665,4.421969976286311,115.95529856532599,111.53332858903967
NBA,2025-01-18 21:00:00+00:00,Detroit Pistons,Phoenix Suns,home,121,125,0,-4,102,36.0,66.0,0.6666666666666666,1.0,115.66666666666667,114.66666666666667,0.6,3.0,112.8,109.8,0.7,3.2,112.5,109.3,0.6,-1.15,113.75,114.9,-1,1.875,1.6179754351433453,113.05433518981218,111.43635975466881
NBA,2025-01-20 19:00:00+00:00,Detroit Pistons,Houston Rockets,away,107,96,1,11,103,36.0,67.0,0.3333333333333333,-3.3333333333333335,115.0,118.33333333333333,0.4,-0.8,114.4,115.2,0.7,4.1,112.5,108.4,0.6,-0.6,115.0,115.6,-2,1.9166666666666667,0.5965253560263732,114.49900151893723,113.90247616291083
NBA,2025-01-23 00:30:00+00:00,Detroit Pistons,Atlanta Hawks,away,114,104,1,10,104,37.0,67.0,0.3333333333333333,-1.3333333333333333,109.33333333333333,110.66666666666667,0.6,2.0,115.0,113.0,0.7,4.3,112.7,108.4,0.65,1.0,115.0,114.0,1,2.2291666666666665,2.4880662003852145,113.13554669731228,110.64748049692703
NBA,2025-01-26 00:00:00+00:00,Detroit Pistons,Orlando Magic,away,113,121,0,-8,105,38.0,67.0,0.6666666666666666,5.666666666666667,114.0,108.33333333333333,0.6,2.2,113.2,111.0,0.7,4.9,114.3,109.4,0.7,2.0,114.7,112.7,2,2.9791666666666665,3.853872345769721,113.29272002507366,109.43884767930392
NBA,2025-01-28 00:00:00+00:00,Detroit Pistons,Cleveland Cavaliers,away,91,110,0,-19,106,38.0,68.0,0.6666666666666666,4.333333333333333,111.33333333333333,107.0,0.4,-0.4,111.0,111.4,0.6,2.7,113.7,111.0,0.65,1.15,114.35,113.2,-1,2.0,1.6986228283570441,113.239498202333,111.54087537397592
NBA,2025-01-30 00:00:00+00:00,Detroit Pistons,Indiana Pacers,away,119,133,0,-14,107,38.0,69.0,0.3333333333333333,-5.666666666666667,106.0,111.66666666666667,0.4,-2.0,109.2,111.2,0.5,0.5,111.0,110.5,0.65,1.4,113.95,112.55,-2,2.0,-2.064763140435146,109.19595307463608,111.2607162150712
NBA,2025-02-01 00:00:00+00:00,Detroit Pistons,Dallas Mavericks,home,117,102,1,15,108,38.0,70.0,0.0,-13.666666666666666,107.66666666666667,121.33333333333333,0.4,-4.0,108.8,112.8,0.4,-2.4,111.6,114.0,0.6,0.65,113.65,113.0,-3,2.0,-4.234806205810574,110.97850706106588,115.21331326687644
NBA,2025-02-02 20:00:00+00:00,Detroit Pistons,Chicago Bulls,home,127,119,1,8,109,39.0,70.0,0.3333333333333333,-6.0,109.0,115.0,0.4,-3.2,110.8,114.0,0.5,-0.6,112.9,113.5,0.65,1.75,113.55,111.8,1,1.8333333333333333,-0.7375687138450142,112.07332395905391,112.8108926728989
NBA,2025-02-04 00:00:00+00:00,Detroit Pistons,Atlanta Hawks,home,130,132,0,-2,110,40.0,70.0,0.6666666666666666,3.0,121.0,118.0,0.4,-3.6,113.4,117.0,0.5,-0.7,113.3,114.0,0.65,1.75,113.25,111.5,2,1.1666666666666667,0.8510801432177157,114.78726505740774,113.93618491419001
NBA,2025-02-06 00:00:00+00:00,Detroit Pistons,Cleveland Cavaliers,home,115,118,0,-3,111,40.0,71.0,0.6666666666666666,7.0,124.66666666666667,117.66666666666667,0.4,-2.4,116.8,119.2,0.4,-1.4,113.9,115.3,0.6,1.5,113.9,112.4,-1,2.0,0.3327019353599492,117.55321686515178,117.22051492979182
NBA,2025-02-08 00:30:00+00:00,Detroit Pistons,Philadelphia 76ers,home,125,112,1,13,112,40.0,72.0,0.3333333333333333,1.0,124.0,123.0,0.4,0.8,121.6,120.8,0.4,-0.6,115.4,116.0,0.55,1.3,113.95,112.65,-2,2.0208333333333335,-0.27324387106913245,117.08899561694236,117.36223948801148
NBA,2025-02-09 18:00:00+00:00,Detroit Pistons,Charlotte Hornets,home,112,102,1,10,113,41.0,72.0,0.3333333333333333,2.6666666666666665,123.33333333333333,120.66666666666667,0.6,6.2,122.8,116.6,0.5,1.1,115.8,114.7,0.6,2.6,114.15,111.55,1,1.7291666666666667,2.140073196397983,118.52736005022555,116.38728685382756
NBA,2025-02-12 01:00:00+00:00,Detroit Pistons,Chicago Bulls,away,132,92,1,40,114,42.0,72.0,0.6666666666666666,6.666666666666667,117.33333333333333,110.66666666666667,0.6,5.2,121.8,116.6,0.5,1.0,116.3,115.3,0.6,2.65,114.5,111.85,2,2.2916666666666665,3.5691507970528953,117.3405673138209,113.771416516768
NBA,2025-02-13 01:00:00+00:00,Detroit Pistons,Chicago Bulls,away,128,110,1,18,115,43.0,72.0,1.0,21.0,123.0,102.0,0.6,11.6,122.8,111.2,0.5,4.0,118.1,114.1,0.6,4.45,116.2,111.75,3,1.0,10.192941561225096,120.005918711308,109.8129771500829
NBA,2025-02-22 01:30:00+00:00,Detroit Pistons,San Antonio Spurs,away,125,110,1,15,116,44.0,72.0,1.0,22.666666666666668,124.0,101.33333333333333,0.8,15.6,122.4,106.8,0.6,6.6,119.6,113.0,0.6,4.65,116.65,112.0,4,9.020833333333334,11.612406731911442,121.45938803652473,109.84698130461328
NBA,2025-02-23 23:00:00+00:00,Detroit Pistons,Atlanta Hawks,away,148,143,1,5,117,45.0,72.0,1.0,24.333333333333332,128.33333333333334,104.0,1.0,19.2,124.4,105.2,0.7,10.0,123.0,113.0,0.6,5.25,117.0,111.75,5,1.8958333333333333,12.228332780654817,122.10313566624751,109.87480288559267
NBA,2025-02-25 00:00:00+00:00,Detroit Pistons,LA Clippers,home,106,97,1,9,118,46.0,72.0,1.0,12.666666666666666,133.66666666666666,121.0,1.0,17.6,129.0,111.4,0.8,11.9,125.9,114.0,0.6,4.75,118.75,114.0,6,1.0416666666666667,10.914090456899395,126.81165645420249,115.89756599730309
NBA,2025-02-27 00:00:00+00:00,Detroit Pistons,Boston Celtics,home,117,97,1,20,119,47.0,72.0,1.0,9.666666666666666,126.33333333333333,116.66666666666667,1.0,17.4,127.8,110.4,0.8,11.3,124.8,113.5,0.65,5.35,118.85,113.5,7,2.0,10.566074010190414,123.02771891707476,112.46164490688435
NBA,2025-03-01 00:00:00+00:00,Detroit Pistons,Denver Nuggets,home,119,134,0,-15,120,48.0,72.0,1.0,11.333333333333334,123.66666666666667,112.33333333333333,1.0,13.4,124.8,111.4,0.8,12.5,123.8,111.3,0.65,5.9,118.55,112.65,8,2.0,12.281333281064883,121.93177002306118,109.65043674199627
NBA,2025-03-02 00:00:00+00:00,Detroit Pistons,Brooklyn Nets,home,115,94,1,21,121,48.0,73.0,0.6666666666666666,4.666666666666667,114.0,109.33333333333333,0.8,6.8,123.0,116.2,0.8,11.2,122.7,111.5,0.6,4.9,118.3,113.4,-1,1.0,7.321090866325812,121.39872092795915,114.0776300616333
NBA,2025-03-04 02:00:00+00:00,Detroit Pistons,Utah Jazz,away,134,106,1,28,122,49.0,73.0,0.6666666666666666,8.666666666666666,117.0,108.33333333333333,0.8,8.0,121.0,113.0,0.9,13.6,122.7,109.1,0.65,6.5,119.05,112.55,1,2.0833333333333335,9.808165254266573,120.23531712287566,110.42715186860906
NBA,2025-03-06 03:30:00+00:00,Detroit Pistons,LA Clippers,away,115,123,0,-8,123,50.0,73.0,0.6666666666666666,11.333333333333334,122.66666666666667,111.33333333333333,0.8,12.6,118.2,105.6,0.9,15.1,123.6,108.5,0.7,8.1,119.7,111.6,2,2.0625,13.11577157167265,122.73798673689825,109.62221516522558
NBA,2025-03-09 01:30:00+00:00,Detroit Pistons,Golden State Warriors,away,110,115,0,-5,124,50.0,74.0,0.6666666666666666,13.666666666666666,121.33333333333333,107.66666666666667,0.6,9.2,120.0,110.8,0.8,13.3,123.9,110.6,0.65,7.15,120.1,112.95,-1,2.9166666666666665,9.276540376823075,121.33108005746219,112.05453968063911
NBA,2025-03-10 01:00:00+00:00,Detroit Pistons,Portland Trail Blazers,away,119,112,1,7,125,50.0,75.0,0.3333333333333333,5.0,119.66666666666667,114.66666666666667,0.4,4.2,118.6,114.4,0.7,8.8,121.7,112.9,0.6,6.4,119.9,113.5,-2,0.9791666666666666,6.680805762855242,119.27088368337814,112.5900779205229
NBA,2025-03-11 23:00:00+00:00,Detroit Pistons,Washington Wizards,home,123,103,1,20,126,51.0,75.0,0.3333333333333333,-2.0,114.66666666666667,116.66666666666667,0.6,8.6,118.6,110.0,0.7,7.7,120.8,113.1,0.65,7.15,120.2,113.05,1,1.9166666666666667,6.7388410786997435,119.22163210458211,112.48279102588236
NBA,2025-03-13 23:00:00+00:00,Detroit Pistons,Washington Wizards,home,125,129,0,-4,127,52.0,75.0,0.6666666666666666,7.333333333333333,117.33333333333333,110.0,0.6,8.4,120.2,111.8,0.7,8.2,120.6,112.4,0.7,9.1,121.8,112.7,2,2.0,9.149960882572518,119.90860808556717,110.75864720299467
NBA,2025-03-15 23:00:00+00:00,Detroit Pistons,Oklahoma City Thunder,home,107,113,0,-6,128,52.0,76.0,0.6666666666666666,7.666666666666667,122.33333333333333,114.66666666666667,0.4,2.0,118.4,116.4,0.6,7.3,118.3,111.0,0.7,9.6,122.1,112.5,-1,2.0,6.759058903922969,120.83431570637313,114.07525680245017
NBA,2025-03-18 00:00:00+00:00,Detroit Pistons,New Orleans Pelicans,away,127,81,1,46,129,52.0,77.0,0.3333333333333333,3.3333333333333335,118.33333333333333,115.0,0.4,2.4,116.8,114.4,0.5,5.8,118.4,112.6,0.65,8.55,121.6,113.05,-2,2.0416666666666665,4.4392300123006105,118.31898557794165,113.87975556564105
NBA,2025-03-19 23:30:00+00:00,Detroit Pistons,Miami Heat,away,116,113,1,3,130,53.0,77.0,0.3333333333333333,12.0,119.66666666666667,107.66666666666667,0.6,12.6,120.2,107.6,0.5,8.4,119.4,111.0,0.65,10.45,121.6,111.15,1,1.9791666666666667,11.995733646427771,119.8973518364977,107.90161819006995
NBA,2025-03-22 00:30:00+00:00,Detroit Pistons,Dallas Mavericks,away,117,123,0,-6,131,54.0,77.0,0.6666666666666666,14.333333333333334,116.66666666666667,102.33333333333333,0.6,11.8,119.6,107.8,0.6,10.2,119.1,108.9,0.7,10.7,120.9,110.2,2,2.0416666666666665,10.36014571071363,119.18874241167994,108.82859670096632
NBA,2025-03-23 19:00:00+00:00,Detroit Pistons,New Orleans Pelicans,home,136,130,1,6,132,54.0,78.0,0.6666666666666666,14.333333333333334,120.0,105.66666666666667,0.4,6.6,118.4,111.8,0.5,7.5,119.3,111.8,0.7,10.55,121.0,110.45,-1,1.7708333333333333,7.385573763311151,118.79078924591994,111.4052154826088
NBA,2025-03-25 23:00:00+00:00,Detroit Pistons,San Antonio Spurs,home,122,96,1,26,133,55.0,78.0,0.6666666666666666,1.0,123.0,122.0,0.6,8.6,120.6,112.0,0.5,5.3,119.5,114.2,0.7,10.2,121.55,111.35,1,2.1666666666666665,7.133651260890941,121.91973665575267,114.78608539486174
NBA,2025-03-28 23:00:00+00:00,Detroit Pistons,Cleveland Cavaliers,home,133,122,1,11,134,56.0,78.0,0.6666666666666666,8.666666666666666,125.0,116.33333333333333,0.8,15.0,123.6,108.6,0.6,8.7,120.2,111.5,0.7,11.0,122.05,111.05,2,3.0,10.563896486183499,121.93432999107037,111.37043350488688
NBA,2025-03-30 23:00:00+00:00,Detroit Pistons,Minnesota Timberwolves,away,104,123,0,-19,135,57.0,78.0,1.0,14.333333333333334,130.33333333333334,116.0,0.8,8.0,124.8,116.8,0.7,10.3,122.5,112.2,0.7,9.55,122.1,112.55,3,2.0,10.643188034150134,123.94626999269394,113.3030819585438
NBA,2025-04-03 01:30:00+00:00,Detroit Pistons,Oklahoma City Thunder,away,103,119,0,-16,136,57.0,79.0,0.6666666666666666,6.0,119.66666666666667,113.66666666666667,0.6,3.6,122.4,118.8,0.6,7.7,121.0,113.3,0.65,7.7,120.9,113.2,-1,3.1041666666666665,5.2535174824864725,120.31967544856776,115.06615796608128
NBA,2025-04-04 23:30:00+00:00,Detroit Pistons,Toronto Raptors,away,117,105,1,12,137,57.0,80.0,0.3333333333333333,-8.0,113.33333333333333,121.33333333333333,0.6,1.6,119.6,118.0,0.5,4.1,119.0,114.9,0.6,6.15,119.8,113.65,-2,1.9166666666666667,1.389241576579841,117.17064354882817,115.78140197224832
NBA,2025-04-05 23:00:00+00:00,Detroit Pistons,Memphis Grizzlies,home,103,109,0,-6,138,58.0,80.0,0.3333333333333333,-7.666666666666667,108.0,115.66666666666667,0.6,2.8,115.8,113.0,0.6,5.7,118.2,112.5,0.6,6.5,118.25,111.75,1,0.9791666666666666,3.3184703808380513,117.13961744904122,113.82114706820316
NBA,2025-04-07 23:00:00+00:00,Detroit Pistons,Sacramento Kings,home,117,127,0,-10,139,58.0,81.0,0.3333333333333333,-3.3333333333333335,107.66666666666667,111.0,0.4,-3.6,112.0,115.6,0.6,5.7,117.8,112.1,0.55,5.75,118.1,112.35,-1,2.0,1.6242030388674964,114.56877791285191,112.94457487398441
NBA,2025-04-10 23:00:00+00:00,Detroit Pistons,New York Knicks,home,115,106,1,9,140,58.0,82.0,0.3333333333333333,-1.3333333333333333,112.33333333333333,113.66666666666667,0.2,-7.8,108.8,116.6,0.5,0.1,116.8,116.7,0.5,4.25,118.1,113.85,-2,3.0,-0.489288422744776,115.01081829233337,115.50010671507815
NBA,2025-04-11 23:00:00+00:00,Detroit Pistons,Milwaukee Bucks,home,119,125,0,-6,141,59.0,82.0,0.3333333333333333,-2.3333333333333335,111.66666666666667,114.0,0.4,-2.2,111.0,113.2,0.5,0.7,116.7,116.0,0.55,5.45,117.9,112.45,1,1.0,1.2360367450270016,115.00885133009093,113.77281458506394
NBA,2025-04-13 17:00:00+00:00,Detroit Pistons,Milwaukee Bucks,away,133,140,0,-7,142,59.0,83.0,0.3333333333333333,-2.3333333333333335,117.0,119.33333333333333,0.4,-0.2,114.2,114.4,0.5,0.7,116.9,116.2,0.5,4.1,118.1,114.0,-1,1.75,-0.0796062995233624,115.73451472461986,115.81412102414322
NBA,2025-04-19 22:00:00+00:00,Detroit Pistons,New York Knicks,away,112,123,0,-11,143,59.0,84.0,0.3333333333333333,-1.3333333333333333,122.33333333333333,123.66666666666667,0.2,-4.0,117.4,121.4,0.4,-0.6,116.6,117.2,0.45,2.35,118.05,115.7,-2,6.208333333333333,-1.3378596996100238,118.87369386559806,120.21155356520808
NBA,2025-04-21 23:30:00+00:00,Detroit Pistons,New York Knicks,away,100,94,1,6,144,59.0,85.0,0.0,-8.0,121.33333333333333,129.33333333333334,0.2,-5.0,119.2,124.2,0.3,-4.3,115.6,119.9,0.45,2.2,117.9,115.7,-3,2.0625,-3.0946124814991105,117.62393134458021,120.71854382607933
NBA,2025-04-24 23:00:00+00:00,Detroit Pistons,New York Knicks,home,116,118,0,-2,145,60.0,85.0,0.3333333333333333,-4.0,115.0,119.0,0.4,-1.8,115.8,117.6,0.3,-4.8,112.3,117.1,0.5,2.75,117.4,114.65,1,2.9791666666666665,-1.4410465757719995,114.41958019102017,115.86062676679217
NBA,2025-04-27 17:00:00+00:00,Detroit Pistons,New York Knicks,home,93,94,0,-1,146,60.0,86.0,0.3333333333333333,-2.3333333333333335,109.33333333333333,111.66666666666667,0.2,-4.0,116.0,120.0,0.3,-3.1,113.5,116.6,0.45,2.3,117.25,114.95,-1,2.75,-1.5426744710861815,114.70692924719832,116.24960371828449
NBA,2025-04-29 23:30:00+00:00,Detroit Pistons,New York Knicks,away,106,103,1,3,147,60.0,87.0,0.3333333333333333,1.0,103.0,102.0,0.2,-3.0,110.8,113.8,0.3,-1.6,112.5,114.1,0.4,1.25,115.75,114.5,-2,2.2708333333333335,-1.4440063854341485,110.76021483861679,112.20422122405094
NBA,2025-05-01 23:30:00+00:00,Detroit Pistons,New York Knicks,home,113,116,0,-3,148,61.0,87.0,0.3333333333333333,0.0,105.0,105.0,0.4,-1.0,105.4,106.4,0.3,-2.5,111.4,113.9,0.45,1.6,114.8,113.2,1,2.0,-0.6360052244461214,109.89472123159555,110.53072645604166
NBA,2025-10-07 00:00:00+00:00,Detroit Pistons,Memphis Grizzlies,away,128,112,1,16,149,61.0,88.0,0.3333333333333333,-0.3333333333333333,104.0,104.33333333333333,0.4,0.6,105.6,105.0,0.3,-2.2,112.4,114.6,0.45,1.75,115.1,113.35,-1,14.0,-1.0658224563650083,110.45931737130545,111.52513982767044
NBA,2025-10-10 00:00:00+00:00,Detroit Pistons,Milwaukee Bucks,away,111,117,0,-6,150,62.0,88.0,0.6666666666666666,5.333333333333333,115.66666666666667,110.33333333333333,0.4,2.6,111.2,108.6,0.4,0.4,113.5,113.1,0.45,0.25,115.15,114.9,1,3.0,2.037054353883175,113.64853239470446,111.61147804082127
NBA,2025-10-14 23:00:00+00:00,Detroit Pistons,Cleveland Cavaliers,away,100,118,0,-18,151,62.0,89.0,0.3333333333333333,2.3333333333333335,117.33333333333333,115.0,0.4,1.8,110.2,108.4,0.3,-1.1,113.1,114.2,0.4,-0.2,114.9,115.1,-1,4.958333333333333,0.5757717440862342,113.16698105021274,112.59120930612647
NBA,2025-10-16 23:00:00+00:00,Detroit Pistons,Washington Wizards,home,119,98,1,21,152,62.0,90.0,0.3333333333333333,-2.6666666666666665,113.0,115.66666666666667,0.4,-1.6,111.6,113.2,0.3,-2.3,111.2,113.5,0.4,-0.8,114.05,114.85,-2,2.0,-2.801641300293081,110.7729844956286,113.57462579592165
NBA,2025-10-23 00:00:00+00:00,Detroit Pistons,Chicago Bulls,away,111,115,0,-4,153,63.0,90.0,0.3333333333333333,-1.0,110.0,111.0,0.4,2.0,114.2,112.2,0.4,0.5,109.8,109.3,0.4,-0.05,113.2,113.25,1,6.041666666666667,1.525929845214752,112.2688054964234,110.7428756512086
NBA,2025-10-25 00:00:00+00:00,Detroit Pistons,Houston Rockets,away,115,111,1,4,154,63.0,91.0,0.3333333333333333,-0.3333333333333333,110.0,110.33333333333333,0.4,1.8,113.8,112.0,0.4,1.2,109.7,108.5,0.35,-1.55,112.65,114.2,-1,2.0,0.5212153279029788,112.03811358798278,111.51689826007976
NBA,2025-10-26 19:30:00+00:00,Detroit Pistons,Boston Celtics,home,119,113,1,6,155,64.0,91.0,0.6666666666666666,7.0,115.0,108.0,0.4,-0.6,111.2,111.8,0.4,1.0,111.2,110.2,0.35,-1.9,111.75,113.65,1,1.8125,1.153721631920619,112.57663839016772,111.42291675824707
NBA,2025-10-27 23:00:00+00:00,Detroit Pistons,Cleveland Cavaliers,home,95,116,0,-21,156,65.0,91.0,0.6666666666666666,2.0,115.0,113.0,0.6,1.8,112.8,111.0,0.5,1.8,111.5,109.7,0.4,-0.65,112.5,113.15,2,1.1458333333333333,2.034863153389597,113.74452231922812,111.7096591658385
NBA,2025-10-29 23:00:00+00:00,Detroit Pistons,Orlando Magic,home,135,116,1,19,157,65.0,92.0,0.6666666666666666,-3.6666666666666665,109.66666666666667,113.33333333333333,0.6,1.2,111.8,110.6,0.5,-0.2,111.7,111.9,0.4,-0.9,112.1,113.0,-1,2.0,-2.15329378359033,110.33642735209574,112.48972113568604
NBA,2025-11-02 02:00:00+00:00,Detroit Pistons,Dallas Mavericks,home,122,110,1,12,158,66.0,92.0,0.6666666666666666,1.3333333333333333,116.33333333333333,115.0,0.6,0.8,115.0,114.2,0.5,1.4,114.6,113.2,0.4,-0.55,113.0,113.55,1,3.125,1.6927596316079119,114.82071328807832,113.1279536564704
NBA,2025-11-04 01:00:00+00:00,Detroit Pistons,Memphis Grizzlies,away,114,106,1,8,159,67.0,92.0,0.6666666666666666,3.3333333333333335,117.33333333333333,114.0,0.8,4.0,117.2,113.2,0.6,2.9,115.5,112.6,0.45,0.35,113.95,113.6,2,1.9583333333333333,3.5668033349519277,116.12603814479135,112.55923480983941
